ELEVATION,INFLOW,OUTFLOW,year,month,d,p01i
446.88,18989.0,13995,2020,4,21,0.0
447.02,15394.0,9990,2020,4,22,0.0
447.43,13000.0,5993,2020,4,23,0.0
446.97,13986.0,15186,2020,4,24,0.0
446.53,15959.0,15588,2020,4,25,0.0
446.22,16322.0,16001,2020,4,26,0.0
446.11,16763.0,13804,2020,4,27,0.0
446.24,15803.0,12613,2020,4,28,0.0
446.47,18513.0,12500,2020,4,29,0.0
447.41,18268.0,4701,2020,4,30,0.0
447.43,17137.0,14098,2020,5,1,0.0
447.49,18470.0,13801,2020,5,2,0.0
447.43,18484.0,13796,2020,5,3,0.0
447.25,14802.0,13000,2020,5,4,0.0
447.29,16000.0,11502,2020,5,5,0.0
447.53,16794.0,11404,2020,5,6,0.0
447.82,17307.0,9498,2020,5,7,0.0
447.85,17309.0,11805,2020,5,8,0.0
447.46,16001.0,14389,2020,5,9,0.0
447.18,16095.0,14005,2020,5,10,0.0
447.01,16105.0,13299,2020,5,11,0.0
446.76,16597.0,13900,2020,5,12,0.0
446.78,16387.0,11693,2020,5,13,0.0
447.19,15321.0,9209,2020,5,14,0.0
447.04,16653.0,12300,2020,5,15,0.0
446.99,16567.0,13198,2020,5,16,0.0
446.99,16600.0,11494,2020,5,17,0.0
447.25,16615.0,12352,2020,5,18,0.0
447.28,15448.0,12884,2020,5,19,0.0
447.03,15790.0,13197,2020,5,20,0.0
447.56,16001.0,7399,2020,5,21,0.0
447.47,16392.0,12296,2020,5,22,0.0
447.39,16399.0,12897,2020,5,23,0.0
447.2,16996.0,13697,2020,5,24,0.0
447.25,16998.0,11998,2020,5,25,0.0
447.19,16996.0,12296,2020,5,26,0.0
447.16,15992.0,11794,2020,5,27,0.0
447.82,16998.0,6508,2020,5,28,0.0
447.7,16981.0,12896,2020,5,29,0.0
447.61,17400.0,12701,2020,5,30,0.0
447.51,17994.0,13785,2020,5,31,0.0
447.4,16991.0,13496,2020,6,1,0.0
447.58,17599.0,12696,2020,6,2,0.0
447.54,17591.0,13000,2020,6,3,0.0
448.15,15700.0,6497,2020,6,4,0.0
447.96,16028.0,12708,2020,6,5,0.0
447.74,16019.0,12994,2020,6,6,0.0
447.89,16628.0,12802,2020,6,7,0.0
447.85,16624.0,12400,2020,6,8,0.0
447.85,16600.0,12407,2020,6,9,0.0
447.86,16005.0,12007,2020,6,10,0.0
448.48,15984.0,6015,2020,6,11,0.0
448.29,15016.0,12618,2020,6,12,0.0
448.0,15037.0,12788,2020,6,13,0.0
448.08,16626.0,13212,2020,6,14,0.0
448.11,16592.0,12484,2020,6,15,0.0
448.06,16805.0,11800,2020,6,16,0.0
448.15,14000.0,11398,2020,6,17,0.0
448.27,13410.0,7998,2020,6,18,0.0
448.44,15989.0,11002,2020,6,19,0.0
448.38,15978.0,12797,2020,6,20,0.0
448.26,16023.0,13692,2020,6,21,0.0
448.34,15011.0,11700,2020,6,22,0.0
448.14,15400.0,13695,2020,6,23,0.0
448.08,14792.0,11600,2020,6,24,0.0
448.45,14800.0,6990,2020,6,25,0.0
448.34,15200.0,12298,2020,6,26,0.0
448.25,15187.0,12597,2020,6,27,0.0
448.11,14788.0,11993,2020,6,28,0.0
448.0,14787.0,12592,2020,6,29,0.0
447.85,14794.0,12601,2020,6,30,0.0
447.82,14797.0,11289,2020,7,1,0.0
448.29,14751.0,7296,2020,7,2,0.0
448.12,15414.0,13917,2020,7,3,0.0
448.14,16001.0,12700,2020,7,4,0.0
448.07,16010.0,12223,2020,7,5,0.0
448.11,15999.0,11805,2020,7,6,0.0
447.97,13602.0,11920,2020,7,7,0.0
447.85,13612.0,11595,2020,7,8,0.0
448.06,13392.0,8099,2020,7,9,0.0
447.83,13590.0,13197,2020,7,10,0.0
447.57,13995.0,13093,2020,7,11,0.0
447.53,14398.0,11999,2020,7,12,0.0
447.56,14388.0,11297,2020,7,13,0.0
447.64,14367.0,10998,2020,7,14,0.0
447.83,14343.0,11000,2020,7,15,0.0
448.24,14364.0,6174,2020,7,16,0.0
448.1,14248.0,12890,2020,7,17,0.0
447.94,14382.0,12903,2020,7,18,0.0
447.69,14391.0,13696,2020,7,19,0.0
447.55,14390.0,12694,2020,7,20,0.0
447.37,14393.0,11997,2020,7,21,0.0
447.21,14401.0,12590,2020,7,22,0.0
447.83,14398.0,5414,2020,7,23,0.0
447.59,14378.0,13220,2020,7,24,0.0
447.45,14400.0,13016,2020,7,25,0.0
447.36,14415.0,12313,2020,7,26,0.0
447.35,14393.0,11402,2020,7,27,0.0
447.32,13814.0,11539,2020,7,28,0.0
447.35,13410.0,10598,2020,7,29,0.0
447.35,13384.0,10495,2020,7,30,0.0
447.58,14201.0,9500,2020,7,31,0.0
447.64,13999.0,10300,2020,8,1,0.0
447.72,13400.0,10200,2020,8,2,0.0
447.64,13400.0,10460,2020,8,3,0.0
447.34,13175.0,12400,2020,8,4,0.0
447.07,13400.0,12778,2020,8,5,0.0
447.18,14479.0,10681,2020,8,6,0.0
447.2,15296.0,12129,2020,8,7,0.0
447.28,15057.0,11899,2020,8,8,0.0
447.23,14992.0,12100,2020,8,9,0.0
447.47,13800.0,10592,2020,8,10,0.0
447.37,14386.0,10100,2020,8,11,0.0
447.78,13591.0,7628,2020,8,12,0.0
448.16,12993.0,5989,2020,8,13,0.0
448.04,12969.0,11599,2020,8,14,0.0
447.7,12997.0,13388,2020,8,15,0.0
447.56,12993.0,12198,2020,8,16,0.0
447.55,13000.0,10555,2020,8,17,0.0
447.72,14000.0,10742,2020,8,18,0.0
447.99,14084.0,9617,2020,8,19,0.0
448.35,12952.0,7603,2020,8,20,0.0
448.27,12972.0,11903,2020,8,21,0.0
448.2,11988.0,10900,2020,8,22,0.0
448.17,11980.0,10793,2020,8,23,0.0
448.2,11994.0,10137,2020,8,24,0.0
448.29,12892.0,10029,2020,8,25,0.0
448.4,13122.0,9300,2020,8,26,0.0
448.67,12000.0,5910,2020,8,27,0.0
447.98,5490.0,11800,2020,8,28,0.0
447.94,15000.0,12000,2020,8,29,0.0
448.01,16600.0,11000,2020,8,30,0.0
448.03,16600.0,10200,2020,8,31,0.0
448.01,12000.0,9400,2020,9,1,0.0
447.85,12000.0,8990,2020,9,2,0.0
448.13,11700.0,5197,2020,9,3,0.0
447.98,14093.0,10395,2020,9,4,0.0
448.01,14101.0,10197,2020,9,5,0.0
448.14,14093.0,9495,2020,9,6,0.0
448.25,15201.0,9500,2020,9,7,0.0
448.38,15200.0,9394,2020,9,8,0.0
448.1,12173.0,10566,2020,9,9,0.0
447.99,12073.0,6690,2020,9,10,0.0
447.28,3810.0,9700,2020,9,11,0.0
447.24,15200.0,9590,2020,9,12,0.0
447.31,16000.0,10200,2020,9,13,0.0
447.41,16800.0,10200,2020,9,14,0.0
447.33,13500.0,9800,2020,9,15,0.0
447.54,13500.0,7430,2020,9,16,0.0
447.78,13300.0,5710,2020,9,17,0.0
447.65,13500.0,9900,2020,9,18,0.0
447.69,13500.0,9000,2020,9,19,0.0
447.48,13500.0,10400,2020,9,20,0.0
447.35,13500.0,10100,2020,9,21,0.0
447.25,13500.0,9900,2020,9,22,0.0
447.13,14600.0,10800,2020,9,23,0.0
447.09,12000.0,7300,2020,9,24,0.0
446.93,11600.0,9490,2020,9,25,0.0
446.54,12000.0,10500,2020,9,26,0.0
446.22,12600.0,9800,2020,9,27,0.0
446.36,14000.0,8400,2020,9,28,0.0
446.41,13587.0,7720,2020,9,29,0.0
446.61,12100.0,7210,2020,9,30,0.0
447.52,15300.0,3800,2020,10,1,0.0
447.93,17000.0,8000,2020,10,2,0.0
448.34,17000.0,8100,2020,10,3,0.0
448.58,17000.0,8910,2020,10,4,0.0
448.64,13000.0,8400,2020,10,5,0.0
448.69,12000.0,7400,2020,10,6,0.0
448.66,11000.0,7628,2020,10,7,0.0
448.74,10221.0,4600,2020,10,8,0.0
448.45,9970.0,8810,2020,10,9,0.0
448.25,11800.0,8800,2020,10,10,0.0
448.03,11800.0,9510,2020,10,11,0.0
447.73,10800.0,9410,2020,10,12,0.0
447.61,10800.0,8010,2020,10,13,0.0
447.65,10900.0,6580,2020,10,14,0.0
448.11,10700.0,3800,2020,10,15,0.0
447.92,10900.0,7600,2020,10,16,0.0
447.88,11500.0,8120,2020,10,17,0.0
447.64,11500.0,8700,2020,10,18,0.0
447.57,11500.0,8410,2020,10,19,0.0
447.43,11400.0,7500,2020,10,20,0.0
447.35,10800.0,7790,2020,10,21,0.0
447.59,10900.0,4500,2020,10,22,0.0
447.24,9190.0,7700,2020,10,23,0.0
447.08,9290.0,7690,2020,10,24,0.0
447.35,12200.0,7700,2020,10,25,0.0
447.16,12200.0,7000,2020,10,26,0.0
447.17,12200.0,7300,2020,10,27,0.0
447.33,12200.0,6300,2020,10,28,0.0
447.73,12200.0,4100,2020,10,29,0.0
447.76,11100.0,7190,2020,10,30,0.0
447.77,11100.0,7100,2020,10,31,0.0
447.62,11200.0,7200,2020,11,1,0.0
447.72,11200.0,6700,2020,11,2,0.0
447.5,9400.0,7400,2020,11,3,0.0
447.33,9400.0,6310,2020,11,4,0.0
447.38,10000.0,5100,2020,11,5,0.0
447.27,10600.0,6710,2020,11,6,0.0
447.14,10600.0,7910,2020,11,7,0.0
447.19,11200.0,7500,2020,11,8,0.0
447.27,12400.0,6800,2020,11,9,0.0
447.27,12400.0,6490,2020,11,10,0.0
447.31,10000.0,5890,2020,11,11,0.0
447.51,9800.0,4290,2020,11,12,0.0
447.36,9800.0,6200,2020,11,13,0.0
447.56,9790.0,6300,2020,11,14,0.0
447.76,9400.0,6600,2020,11,15,0.0
447.95,9000.0,6090,2020,11,16,0.0
448.09,8000.0,5490,2020,11,17,0.0
448.2,8000.0,4910,2020,11,18,0.0
448.43,8010.0,3400,2020,11,19,0.0
448.16,7010.0,7220,2020,11,20,0.0
447.89,8010.0,7000,2020,11,21,0.0
447.72,9600.0,7200,2020,11,22,0.0
447.91,9580.0,4510,2020,11,23,0.0
447.84,6990.0,4700,2020,11,24,0.0
447.74,6990.0,4390,2020,11,25,0.0
447.92,9190.0,3990,2020,11,26,0.0
447.63,9200.0,6600,2020,11,27,0.0
447.54,9000.0,5900,2020,11,28,0.0
447.48,9190.0,5310,2020,11,29,0.0
447.5,9170.0,5800,2020,11,30,0.0
447.38,9000.0,6090,2020,12,1,0.0
447.17,7770.0,6070,2020,12,2,0.0
447.14,7730.0,4000,2020,12,3,0.0
446.89,7790.0,6900,2020,12,4,0.0
446.62,8770.0,6700,2020,12,5,0.0
446.39,8980.0,6390,2020,12,6,0.0
446.37,9000.0,5700,2020,12,7,0.0
446.49,9170.0,5000,2020,12,8,0.0
446.52,9200.0,4090,2020,12,9,0.0
446.86,9190.0,2000,2020,12,10,0.0
446.81,8390.0,5550,2020,12,11,0.0
446.76,8760.0,5000,2020,12,12,0.0
446.56,8590.0,5300,2020,12,13,0.0
446.57,8580.0,5690,2020,12,14,0.0
446.45,7780.0,5290,2020,12,15,0.0
446.46,7780.0,5309,2020,12,16,0.0
446.61,7824.0,2790,2020,12,17,0.0
446.63,7990.0,4900,2020,12,18,0.0
446.67,7720.0,4810,2020,12,19,0.0
446.66,9280.0,3990,2020,12,20,0.0
446.89,9280.0,3400,2020,12,21,0.0
446.78,5280.0,1990,2020,12,22,0.0
446.6,4480.0,3290,2020,12,23,0.0
446.63,6780.0,3100,2020,12,24,0.0
446.63,9480.0,5300,2020,12,25,0.0
446.64,9680.0,4800,2020,12,26,0.0
446.56,9670.0,5500,2020,12,27,0.0
446.54,8800.0,4190,2020,12,28,0.0
446.54,7980.0,4000,2020,12,29,0.0
446.33,7580.0,4400,2020,12,30,0.0
446.46,7980.0,3090,2020,12,31,0.0
446.35,8960.0,5110,2021,1,1,0.0
446.3,9000.0,5010,2021,1,2,0.0
446.23,9370.0,5500,2021,1,3,0.0
446.49,9400.0,3998,2021,1,4,0.0
446.57,8174.0,3997,2021,1,5,0.0
446.81,8030.0,2916,2021,1,6,0.0
447.08,8001.0,2495,2021,1,7,0.0
446.97,8007.0,5800,2021,1,8,0.0
446.77,7940.0,6420,2021,1,9,0.0
446.48,8390.0,6780,2021,1,10,0.0
446.31,8500.0,5620,2021,1,11,0.0
446.2,8250.0,6020,2021,1,12,0.0
446.24,7330.0,4100,2021,1,13,0.0
446.58,7380.0,2000,2021,1,14,0.0
446.42,9020.0,6700,2021,1,15,0.0
446.32,9200.0,5600,2021,1,16,0.0
446.26,9000.0,4590,2021,1,17,0.0
446.26,9010.0,6300,2021,1,18,0.0
446.37,8990.0,4500,2021,1,19,0.07
446.73,9000.0,1800,2021,1,20,0.03
447.02,8400.0,1800,2021,1,21,0.0
447.21,8400.0,2490,2021,1,22,0.04
447.14,6810.0,3490,2021,1,23,0.0
447.21,6800.0,3000,2021,1,24,0.0
447.45,6800.0,4010,2021,1,25,0.21
447.71,6810.0,2500,2021,1,26,0.2
447.97,5500.0,1800,2021,1,27,0.0
448.21,6010.0,1800,2021,1,28,0.0
448.17,5560.0,4200,2021,1,29,0.0
448.09,5380.0,4200,2021,1,30,0.0
447.88,5200.0,4710,2021,1,31,0.0
447.67,5200.0,5000,2021,2,1,0.0
447.67,6710.0,4590,2021,2,2,0.0
447.69,6710.0,4000,2021,2,3,0.0
447.73,6720.0,4000,2021,2,4,0.0
447.4,6650.0,7290,2021,2,5,0.0
447.01,6700.0,7690,2021,2,6,0.0
446.75,7910.0,7790,2021,2,7,0.0
446.53,8270.0,8200,2021,2,8,0.0
446.49,8800.0,7310,2021,2,9,0.0
446.26,9690.0,8700,2021,2,10,0.0
446.51,9990.0,5910,2021,2,11,0.0
446.39,10800.0,9000,2021,2,12,0.02
446.51,10800.0,8590,2021,2,13,0.0
446.55,10400.0,8190,2021,2,14,0.0
446.66,11000.0,8310,2021,2,15,0.0
446.93,11000.0,8310,2021,2,16,0.0
446.91,10600.0,8800,2021,2,17,0.0
447.45,10600.0,4800,2021,2,18,0.0
447.5,11000.0,9500,2021,2,19,0.0
447.49,11000.0,8900,2021,2,20,0.0
447.61,11600.0,9100,2021,2,21,0.0
447.72,11400.0,8500,2021,2,22,0.0
447.68,11000.0,8500,2021,2,23,0.0
447.91,10200.0,8790,2021,2,24,0.0
447.97,10100.0,5600,2021,2,25,0.0
447.67,11200.0,10800,2021,2,26,0.0
447.69,11600.0,10700,2021,2,27,0.0
447.56,12000.0,10200,2021,2,28,0.0
447.23,12800.0,12200,2021,3,1,0.0
447.13,13800.0,11003,2021,3,2,0.0
446.75,14602.0,12500,2021,3,3,0.0
447.21,13800.0,6600,2021,3,4,0.03
447.03,15000.0,12500,2021,3,5,0.0
446.83,15000.0,12100,2021,3,6,0.0
446.71,13200.0,10000,2021,3,7,0.0
446.4,12800.0,10900,2021,3,8,0.0
446.6,15100.0,9870,2021,3,9,0.0
446.9,15700.0,9400,2021,3,10,0.0
447.66,15900.0,5500,2021,3,11,0.0
447.55,15900.0,12500,2021,3,12,0.09
447.55,15900.0,11600,2021,3,13,0.0
447.49,15900.0,10700,2021,3,14,0.0
447.39,12800.0,10600,2021,3,15,0.0
447.44,15000.0,10100,2021,3,16,0.0
447.42,15000.0,11800,2021,3,17,0.0
447.88,15000.0,6700,2021,3,18,0.0
447.86,15000.0,10900,2021,3,19,0.0
447.89,15000.0,11000,2021,3,20,0.0
447.79,15000.0,10700,2021,3,21,0.0
447.74,15000.0,10600,2021,3,22,0.0
447.59,15000.0,12200,2021,3,23,0.0
447.19,13500.0,13000,2021,3,24,0.0
447.65,14800.0,7010,2021,3,25,0.0
447.65,15000.0,11700,2021,3,26,0.0
447.72,16200.0,11300,2021,3,27,0.0
447.64,16200.0,11900,2021,3,28,0.0
447.52,16200.0,12600,2021,3,29,0.0
447.38,15000.0,12700,2021,3,30,0.0
447.27,16000.0,12200,2021,3,31,0.0
447.69,15800.0,7002,2021,4,1,0.0
447.58,15791.0,13600,2021,4,2,0.0
447.64,17000.0,12300,2021,4,3,0.0
447.59,17000.0,12100,2021,4,4,0.0
447.58,15400.0,11500,2021,4,5,0.0
447.3,15400.0,13000,2021,4,6,0.0
447.3,15400.0,10900,2021,4,7,0.0
447.68,16100.0,8490,2021,4,8,0.0
447.41,17000.0,14200,2021,4,9,0.0
447.29,17000.0,13000,2021,4,10,0.0
447.26,17283.0,12799,2021,4,11,0.0
447.02,17281.0,13795,2021,4,12,0.0
446.7,17281.0,14900,2021,4,13,0.0
446.79,18000.0,12200,2021,4,14,0.0
447.42,17200.0,7200,2021,4,15,0.0
447.08,18400.0,16700,2021,4,16,0.0
446.77,18600.0,16900,2021,4,17,0.0
446.62,18600.0,14000,2021,4,18,0.0
446.64,18200.0,13500,2021,4,19,0.0
446.73,18200.0,12400,2021,4,20,0.0
446.8,16000.0,10600,2021,4,21,0.0
447.1,16400.0,9180,2021,4,22,0.0
446.97,16500.0,13800,2021,4,23,0.0
446.86,18000.0,13801,2021,4,24,0.0
446.8,17996.0,13500,2021,4,25,0.0
446.88,18000.0,11900,2021,4,26,0.0
446.92,16800.0,12800,2021,4,27,0.0
447.29,18500.0,10800,2021,4,28,0.0
447.98,18500.0,7200,2021,4,29,0.0
448.04,18300.0,13000,2021,4,30,0.0
448.02,18200.0,12700,2021,5,1,0.0
448.19,18500.0,12300,2021,5,2,0.0
448.35,18500.0,12000,2021,5,3,0.0
448.45,18500.0,12000,2021,5,4,0.0
448.28,15400.0,12600,2021,5,5,0.0
448.74,15400.0,6600,2021,5,6,0.0
448.66,17200.0,12800,2021,5,7,0.0
448.7,17200.0,12800,2021,5,8,0.0
448.6,18400.0,13500,2021,5,9,0.0
448.54,17400.0,13600,2021,5,10,0.0
448.44,18400.0,13600,2021,5,11,0.0
448.14,15200.0,13600,2021,5,12,0.0
448.61,15400.0,7000,2021,5,13,0.0
448.45,17600.0,14200,2021,5,14,0.0
448.3,18000.0,14100,2021,5,15,0.0
448.25,18600.0,13500,2021,5,16,0.0
448.33,18400.0,13200,2021,5,17,0.0
448.3,16000.0,12600,2021,5,18,0.0
448.08,18600.0,13600,2021,5,19,0.0
448.44,15000.0,8000,2021,5,20,0.0
448.58,18000.0,12500,2021,5,21,0.0
448.65,18900.0,12800,2021,5,22,0.0
448.91,18900.0,11500,2021,5,23,0.0
448.67,16600.0,11300,2021,5,24,0.0
448.19,11200.0,12500,2021,5,25,0.0
448.22,15200.0,11200,2021,5,26,0.0
448.64,18300.0,7010,2021,5,27,0.0
448.57,14600.0,12425,2021,5,28,0.0
448.45,18486.0,14325,2021,5,29,0.0
448.39,18683.0,14006,2021,5,30,0.0
448.51,18896.0,12100,2021,5,31,0.0
448.45,17400.0,13000,2021,6,1,0.0
448.19,13400.0,12300,2021,6,2,0.0
448.16,13400.0,9700,2021,6,3,0.0
447.97,11600.0,13300,2021,6,4,0.0
448.23,20400.0,13400,2021,6,5,0.0
448.42,20000.0,13300,2021,6,6,0.0
448.64,19000.0,12700,2021,6,7,0.0
448.54,17700.0,12300,2021,6,8,0.0
448.36,11700.0,11800,2021,6,9,0.0
448.41,14800.0,10000,2021,6,10,0.0
448.43,15400.0,13000,2021,6,11,0.0
448.54,17500.0,12800,2021,6,12,0.0
448.57,14900.0,12500,2021,6,13,0.0
448.62,14300.0,12100,2021,6,14,0.0
448.55,14200.0,12000,2021,6,15,0.0
448.48,14200.0,12000,2021,6,16,0.0
448.88,14200.0,7500,2021,6,17,0.0
448.75,14200.0,12200,2021,6,18,0.0
448.78,15000.0,11600,2021,6,19,0.0
448.68,15400.0,12000,2021,6,20,0.0
448.59,15000.0,13000,2021,6,21,0.0
448.28,15000.0,13500,2021,6,22,0.0
447.99,11700.0,12700,2021,6,23,0.0
448.5,15200.0,7500,2021,6,24,0.0
448.47,16000.0,12900,2021,6,25,0.27
448.44,15000.0,12600,2021,6,26,0.0
448.47,15000.0,11800,2021,6,27,0.0
448.64,14800.0,9700,2021,6,28,0.0
448.49,14200.0,11600,2021,6,29,0.0
448.55,13600.0,11300,2021,6,30,0.04
448.91,13300.0,6610,2021,7,1,0.0
448.81,13400.0,11600,2021,7,2,0.0
448.66,13800.0,12200,2021,7,3,0.0
448.47,13100.0,12100,2021,7,4,0.0
448.16,14100.0,12400,2021,7,5,0.0
448.16,14100.0,11700,2021,7,6,0.0
448.26,14100.0,10200,2021,7,7,0.0
448.52,11500.0,8000,2021,7,8,0.0
448.27,12100.0,11900,2021,7,9,0.0
448.13,14600.0,13300,2021,7,10,0.0
447.8,13800.0,14000,2021,7,11,0.0
447.95,13600.0,8600,2021,7,12,0.0
447.92,13200.0,11100,2021,7,13,0.0
448.08,13200.0,9810,2021,7,14,0.0
448.4,13200.0,6530,2021,7,15,0.0
448.11,13500.0,12800,2021,7,16,0.0
448.01,14600.0,12600,2021,7,17,0.03
447.8,14600.0,13000,2021,7,18,0.09
447.86,14600.0,11600,2021,7,19,0.0
447.79,13400.0,11800,2021,7,20,0.0
447.69,13400.0,12304,2021,7,21,0.04
447.93,13590.0,8207,2021,7,22,0.15000000000000002
447.91,14113.0,11800,2021,7,23,0.0
447.82,14000.0,12000,2021,7,24,0.0
447.7,14600.0,12300,2021,7,25,0.02
447.88,14400.0,10795,2021,7,26,0.0
448.07,14192.0,10300,2021,7,27,0.0
448.25,13000.0,9070,2021,7,28,0.0
448.56,12000.0,7020,2021,7,29,0.0
448.35,12000.0,11200,2021,7,30,0.0
448.23,11900.0,11200,2021,7,31,0.53
448.19,13400.0,10600,2021,8,1,0.0
448.37,14400.0,9520,2021,8,2,0.0
448.44,11800.0,9310,2021,8,3,0.0
448.42,11000.0,9010,2021,8,4,0.0
448.44,11000.0,7510,2021,8,5,0.0
448.25,11000.0,11200,2021,8,6,0.0
447.92,11000.0,11600,2021,8,7,0.0
447.52,12000.0,11600,2021,8,8,0.0
447.55,13400.0,10400,2021,8,9,0.0
447.55,13600.0,10600,2021,8,10,0.0
448.04,14000.0,6200,2021,8,11,0.33999999999999997
448.73,10200.0,2000,2021,8,12,0.0
448.53,11000.0,10600,2021,8,13,0.08
448.45,12000.0,10700,2021,8,14,0.0
448.4,13000.0,10100,2021,8,15,0.0
448.52,12600.0,9010,2021,8,16,0.0
448.51,12200.0,9830,2021,8,17,0.0
448.13,11200.0,11500,2021,8,18,0.0
448.3,11200.0,7500,2021,8,19,0.0
448.14,12000.0,11400,2021,8,20,0.0
447.93,12400.0,11500,2021,8,21,0.0
447.73,12400.0,10400,2021,8,22,0.0
447.66,12200.0,10700,2021,8,23,0.0
447.66,12200.0,9810,2021,8,24,0.0
447.81,12200.0,8210,2021,8,25,0.0
448.18,11600.0,5910,2021,8,26,0.0
448.0,11200.0,10800,2021,8,27,0.0
447.77,11200.0,10800,2021,8,28,0.0
447.57,11200.0,9300,2021,8,29,0.0
447.61,11200.0,8290,2021,8,30,0.21000000000000002
447.51,10900.0,9600,2021,8,31,0.0
447.79,11200.0,6810,2021,9,1,0.0
448.23,11900.0,3600,2021,9,2,0.0
448.37,13100.0,8700,2021,9,3,0.0
448.43,12900.0,8800,2021,9,4,0.0
448.45,12900.0,9100,2021,9,5,0.0
448.39,12300.0,9510,2021,9,6,0.0
448.26,12300.0,9510,2021,9,7,0.0
448.15,12300.0,10000,2021,9,8,0.0
448.46,12300.0,6110,2021,9,9,0.0
448.33,12900.0,10000,2021,9,10,0.0
448.33,13200.0,9510,2021,9,11,0.0
448.26,13200.0,9390,2021,9,12,0.0
448.13,13200.0,10600,2021,9,13,0.0
447.92,12500.0,10300,2021,9,14,0.0
447.72,12600.0,10000,2021,9,15,0.0
447.85,12000.0,6600,2021,9,16,0.0
447.67,12000.0,10000,2021,9,17,0.0
447.55,12600.0,9900,2021,9,18,0.63
447.31,12600.0,10300,2021,9,19,0.0
447.2,13000.0,10500,2021,9,20,0.0
447.13,13200.0,11398,2021,9,21,0.0
447.61,13200.0,4300,2021,9,22,0.0
448.2,12600.0,3810,2021,9,23,0.0
447.92,12200.0,10900,2021,9,24,0.0
447.41,12300.0,13800,2021,9,25,0.0
447.1,11700.0,10500,2021,9,26,0.0
447.57,12200.0,5000,2021,9,27,0.0
447.67,13000.0,9180,2021,9,28,0.0
448.05,13600.0,6600,2021,9,29,0.0
448.49,13600.0,5400,2021,9,30,0.0
448.56,13000.0,8700,2021,10,1,0.0
448.43,11500.0,9110,2021,10,2,0.0
448.41,11300.0,7510,2021,10,3,0.0
448.39,11100.0,7700,2021,10,4,0.0
448.53,12500.0,7150,2021,10,5,0.08
448.6,10500.0,6000,2021,10,6,0.0
448.84,10500.0,4090,2021,10,7,0.0
448.8,10800.0,7200,2021,10,8,0.0
448.7,10600.0,8110,2021,10,9,0.0
448.45,12200.0,9630,2021,10,10,0.0
448.4,12200.0,8400,2021,10,11,0.0
448.15,9990.0,7700,2021,10,12,0.0
448.09,9770.0,6710,2021,10,13,0.0
448.37,10200.0,3490,2021,10,14,0.0
448.24,10200.0,7500,2021,10,15,0.0
448.09,10200.0,7200,2021,10,16,0.0
448.01,10200.0,7590,2021,10,17,0.0
448.07,11000.0,7110,2021,10,18,0.0
448.11,11000.0,6300,2021,10,19,0.0
448.25,11200.0,6200,2021,10,20,0.0
448.45,10800.0,4200,2021,10,21,0.0
448.33,10000.0,7000,2021,10,22,0.0
448.23,10000.0,7110,2021,10,23,0.0
448.15,8670.0,7520,2021,10,24,0.0
448.05,10400.0,7200,2021,10,25,0.0
448.27,10400.0,6000,2021,10,26,0.0
448.39,11400.0,6006,2021,10,27,0.0
448.56,10590.0,3020,2021,10,28,0.0
448.57,10800.0,6910,2021,10,29,0.0
448.52,10000.0,6920,2021,10,30,0.0
448.37,9810.0,6810,2021,10,31,0.0
448.34,9790.0,6000,2021,11,1,0.0
448.24,9010.0,6200,2021,11,2,0.0
448.2,8600.0,5700,2021,11,3,0.0
448.42,8580.0,3000,2021,11,4,0.0
448.26,8980.0,6810,2021,11,5,0.0
447.89,9030.0,8300,2021,11,6,0.0
447.65,9800.0,8190,2021,11,7,0.0
447.46,9800.0,8020,2021,11,8,0.0
447.32,8900.0,6510,2021,11,9,0.0
447.43,8870.0,4090,2021,11,10,0.0
447.78,8910.0,1993,2021,11,11,0.0
447.74,9379.0,5499,2021,11,12,0.0
447.52,9406.0,6997,2021,11,13,0.0
447.27,9365.0,7498,2021,11,14,0.0
447.1,9373.0,7203,2021,11,15,0.0
446.96,9368.0,7303,2021,11,16,0.0
446.91,9370.0,6004,2021,11,17,0.0
447.31,9366.0,2501,2021,11,18,0.0
447.21,9374.0,6602,2021,11,19,0.0
447.03,9379.0,6717,2021,11,20,0.0
446.85,9588.0,7500,2021,11,21,0.0
446.89,9988.0,6114,2021,11,22,0.0
446.92,9776.0,6000,2021,11,23,0.0
447.06,8960.0,4400,2021,11,24,0.0
447.27,8976.0,2010,2021,11,25,0.0
447.3,9170.0,5410,2021,11,26,0.0
447.26,9187.0,5810,2021,11,27,0.0
447.22,9171.0,5905,2021,11,28,0.0
447.13,8375.0,5610,2021,11,29,0.0
447.05,7980.0,5496,2021,11,30,0.0
446.98,7964.0,5999,2021,12,1,0.0
447.08,6605.0,3101,2021,12,2,0.0
446.97,7981.0,6703,2021,12,3,0.0
446.91,9511.0,6800,2021,12,4,0.0
446.87,10200.0,6990,2021,12,5,0.0
446.57,10200.0,7608,2021,12,6,0.0
446.35,6777.0,7007,2021,12,7,0.0
446.26,7773.0,4607,2021,12,8,0.0
446.52,6418.0,3009,2021,12,9,0.02
446.88,10991.0,4991,2021,12,10,0.0
446.97,9508.0,4708,2021,12,11,0.0
447.11,9494.0,4999,2021,12,12,0.0
447.2,9483.0,3794,2021,12,13,0.0
447.16,6479.0,4599,2021,12,14,0.0
447.39,6478.0,2799,2021,12,15,0.09
447.65,6482.0,2003,2021,12,16,0.0
447.36,5487.0,5601,2021,12,17,0.0
